"bfi_1"	"bfi_2"	"bfi_3"	"bfi_4"	"bfi_5"	"bfi_6"	"bfi_7"	"bfi_8"	"bfi_9"	"bfi_10"	"bfi_11"	"bfi_12"	"bfi_13"	"bfi_14"	"bfi_15"	"bfi_16"	"bfi_17"	"bfi_18"	"bfi_19"	"bfi_20"	"bfi_21"	"bfi_22"	"bfi_23"	"bfi_24"	"bfi_25"	"bfi_26"	"bfi_27"	"bfi_28"	"bfi_29"	"bfi_30"	"bfi_31"	"bfi_32"	"bfi_33"	"bfi_34"	"bfi_35"	"bfi_36"	"bfi_37"	"bfi_38"	"bfi_39"	"bfi_40"	"bfi_41"	"bfi_42"	"bfi_43"	"bfi_44"	"AgainstAbortion"	"AgainstGayMarriage"	"AgainstUniversalHealthcare"	"AgainstTaxingTheRich"	"ConservativeIdeology"	"PoliticalInterest"	"Vote"	"YearOfBirth"	"Gender"	"Race"	"EducationLevel"	"IncomeLevel"	"State"
5	5	4	4	5	1	4	5	1	3	4	2	5	5	3	5	4	5	5	5	1	3	3	1	2	3	1	1	5	1	3	3	3	1	1	5	1	5	3	4	1	4	3	3	2	1	2	1	2	2	1	1971	2	1	3	9	9
4	4	5	1	3	4	4	4	4	4	3	1	5	3	3	3	3	4	4	3	5	5	5	5	3	3	2	5	1	3	4	5	5	5	3	3	1	5	1	3	3	4	1	3	2	4	3	4	4	1	2	1965	2	3	3	12	46
5	3	5	2	3	2	5	3	2	3	4	2	5	4	3	4	3	1	4	3	2	4	1	4	3	5	1	3	4	5	3	4	4	2	4	5	3	4	2	2	2	4	2	4	2	1	2	1	2	2	1	1960	2	1	5	12	42
4	4	5	1	4	3	4	4	4	5	5	2	5	4	4	5	5	2	2	4	4	5	1	5	4	5	4	5	4	3	2	4	5	5	2	5	4	5	2	4	4	5	2	4	3	2	3	4	4	1	2	1941	1	1	3	12	10
3	1	5	4	5	4	4	2	4	5	3	1	5	4	5	4	5	4	1	2	4	4	1	5	5	3	1	5	1	5	5	5	5	4	2	2	1	4	1	5	1	5	4	3	2	1	1	4	3	1	1	1955	2	1	5	14	1
4	1	5	5	3	4	5	4	3	3	3	4	4	4	5	3	4	4	4	5	4	3	4	4	4	5	4	3	4	3	4	4	3	3	4	2	3	3	4	3	3	3	2	3	3	4	3	3	5	1	2	1956	1	1	3	12	29
5	3	5	2	4	3	4	2	3	4	4	1	5	4	4	3	4	2	3	3	2	4	1	5	4	4	2	5	3	5	2	5	5	4	5	5	2	5	3	4	2	4	2	3	2	1	1	1	3	1	1	1976	2	1	2	6	24
4	1	5	2	5	3	2	4	2	5	4	3	5	3	5	4	5	5	4	3	3	5	1	2	5	4	1	5	4	5	4	5	5	5	1	4	1	1	4	4	2	4	4	4	4	4	2	3	3	1	4	1947	2	1	3	10	40
3	1	4	2	4	5	5	4	5	5	4	2	5	3	5	4	5	4	4	4	4	5	3	3	4	2	1	5	2	5	4	5	4	3	4	3	2	4	3	4	2	4	4	4	2	1	3	2	2	1	1	1977	1	1	5	6	9
4	2	5	4	5	2	4	4	4	5	4	2	5	4	5	4	4	4	2	4	4	4	2	4	4	4	2	5	4	4	4	4	4	4	2	4	2	4	2	4	4	4	2	4	3	3	3	4	4	1	2	1960	1	1	5	12	34
1	2	5	4	4	5	4	4	4	5	3	1	5	3	4	4	5	3	3	5	5	3	3	5	5	1	4	5	4	4	4	5	4	5	1	1	1	4	3	5	3	4	2	4	3	2	2	4	4	1	2	1958	1	1	3	9	41
4	4	5	1	5	3	4	2	2	5	4	2	5	3	4	4	5	2	2	4	3	5	2	4	4	4	2	5	3	2	2	4	5	3	1	5	3	5	3	4	3	4	1	4	4	4	3	4	5	1	2	1932	1	1	5	12	18
2	2	4	2	1	4	5	1	3	4	3	2	5	2	3	2	4	1	4	3	4	4	1	3	2	1	1	4	4	4	2	4	4	4	4	3	3	4	5	4	3	4	4	3	2	1	2	1	2	2	1	1977	2	1	5	9	34
3	4	5	2	5	4	3	4	2	5	5	3	5	5	5	4	2	1	2	4	3	1	1	3	5	5	4	5	5	5	3	3	5	4	1	1	4	4	1	5	1	3	2	5	3	3	2	3	4	2	2	1964	2	1	6	14	9
5	1	5	5	5	3	5	1	3	5	5	1	3	1	5	5	5	4	5	5	1	5	1	5	1	5	1	5	4	5	1	5	5	5	5	5	1	5	1	5	4	5	1	5	3	4	1	1	5	2	1	1960	2	1	2	6	41
2	2	5	4	5	4	5	3	3	5	2	1	5	4	4	4	4	4	4	4	4	3	2	5	3	3	2	5	3	4	4	5	5	5	3	4	2	4	4	4	1	5	2	3	3	4	1	4	3	2	1	1955	2	1	2	1	25
4	4	5	2	4	5	3	2	1	4	3	4	5	4	4	3	2	1	5	5	4	4	1	3	2	2	4	3	5	3	4	2	3	1	4	3	4	4	4	4	3	4	4	1	1	1	3	1	3	2	2	1957	1	1	2	9	32
4	5	5	4	5	2	4	2	5	4	4	1	5	4	4	4	4	3	3	3	4	5	5	5	5	4	3	3	2	3	3	4	4	4	5	4	2	4	1	3	2	3	3	4	2	3	3	3	4	1	2	1935	1	1	5	11	46
3	3	5	1	4	4	5	4	4	4	3	1	5	3	4	4	3	1	2	5	5	4	1	4	4	3	4	5	5	5	4	5	5	3	2	3	3	4	3	4	1	3	2	4	1	1	1	1	2	1	1	1942	1	1	3	9	5
1	1	4	1	3	4	4	3	5	4	3	1	5	4	4	3	5	1	3	4	5	5	1	4	3	3	4	4	4	3	5	5	5	5	3	3	1	4	4	2	3	5	4	2	1	4	3	4	3	1	2	1948	1	1	2	7	42
4	3	5	3	4	2	4	3	1	5	4	1	5	4	4	4	4	3	3	4	2	4	2	4	4	4	2	3	3	5	3	4	4	4	1	4	2	3	1	2	1	3	3	4	4	4	3	4	5	1	2	1968	2	1	3	8	22
3	2	3	4	4	4	3	2	2	4	3	2	4	4	4	3	4	4	4	4	4	2	2	3	3	2	3	3	4	4	4	4	3	3	3	3	2	3	3	3	2	3	3	4	2	1	1	1	2	1	1	1952	2	1	5	13	28
3	4	2	4	2	3	2	4	2	4	2	3	5	4	4	4	4	4	4	2	3	5	1	3	2	3	4	3	2	3	4	3	2	3	1	2	3	4	5	4	3	2	1	2	4	4	3	2	5	3	2	1984	2	1	5	2	33
2	4	4	3	4	4	4	4	3	5	4	3	5	4	4	4	4	4	3	4	4	4	3	3	3	2	3	4	4	5	5	4	4	3	2	2	3	4	3	4	2	4	3	4	2	3	2	1	3	2	1	1960	2	1	5	6	36
4	2	5	1	4	5	3	5	4	3	3	1	5	3	3	3	4	1	3	2	4	4	1	3	2	4	2	5	3	2	5	5	5	3	4	3	1	5	3	5	3	5	1	2	2	1	3	4	3	1	2	1943	2	1	2	13	5
4	2	4	2	4	2	4	2	2	4	4	1	4	4	4	2	2	4	2	4	4	2	4	2	4	4	4	2	4	2	4	4	4	4	4	4	4	2	2	4	4	4	4	1	1	2	1	2	2	3	4	1971	2	1	3	7	22
2	2	4	2	3	4	4	2	3	4	2	2	5	3	4	2	4	3	4	2	5	4	3	4	2	1	3	5	3	4	4	4	4	4	4	1	1	4	3	4	3	4	4	4	4	4	3	3	5	1	2	1953	2	1	5	6	6
5	1	4	2	5	2	4	3	3	5	3	1	5	2	3	3	4	4	4	5	1	5	2	4	1	3	1	4	4	5	2	4	2	3	4	4	1	4	4	5	1	2	3	5	3	2	1	2	4	2	1	1962	2	1	3	10	14
5	3	4	1	5	1	5	4	3	5	4	2	4	2	4	4	4	5	2	4	1	5	2	4	5	5	1	2	3	5	1	4	2	3	2	5	5	5	4	4	1	3	5	4	3	1	3	3	3	1	2	1960	2	1	3	7	32
4	4	5	3	5	3	4	2	3	4	5	2	5	3	4	5	4	2	4	3	2	4	1	2	3	4	2	3	4	1	2	4	5	4	3	4	4	5	3	4	2	4	3	3	2	1	3	1	4	2	2	1977	1	1	4	8	28
5	4	5	1	4	4	4	3	4	4	4	3	5	5	3	3	3	1	2	2	3	3	1	4	4	4	2	4	4	3	2	3	4	4	1	5	3	4	3	3	2	4	3	2	2	4	3	1	4	2	2	1977	1	1	5	8	48
3	3	3	5	3	3	3	3	2	3	2	3	4	4	3	3	3	3	5	3	3	3	3	2	3	3	3	3	4	3	3	4	3	3	4	3	3	3	3	3	3	3	3	3	2	1	2	1	2	2	1	1981	2	1	2	6	37
1	4	4	5	3	5	4	3	2	4	3	1	5	5	4	3	3	4	5	3	5	5	2	1	2	1	4	3	5	5	4	4	4	4	4	1	4	3	5	3	2	3	2	4	1	1	3	4	4	1	2	1962	2	1	3	14	5
2	4	5	3	4	4	4	2	2	5	3	4	5	5	5	4	2	4	4	5	5	2	2	2	4	2	4	4	5	4	5	4	5	4	4	2	2	4	4	4	2	4	2	3	2	2	2	2	4	1	2	1966	2	1	3	6	19
4	3	5	1	5	4	4	4	5	5	4	2	5	4	5	4	4	3	3	5	4	4	3	5	4	4	3	5	3	5	4	4	4	4	3	4	3	5	3	5	3	4	4	5	1	1	3	1	1	1	1	1967	2	1	3	13	36
4	4	4	4	4	2	3	2	4	5	3	2	4	4	4	4	2	2	2	4	2	2	2	3	4	4	4	4	4	5	4	2	4	4	2	2	4	4	2	4	1	3	4	5	2	3	2	1	3	2	1	1979	2	1	4	9	37
4	4	5	4	3	2	4	2	4	4	3	2	4	4	4	2	2	1	4	4	2	4	1	3	4	4	2	4	4	4	2	4	5	5	2	4	4	5	4	4	2	4	2	4	3	4	3	3	4	2	2	1979	2	1	6	8	22
4	3	4	4	3	3	5	3	3	4	4	2	4	4	4	4	4	3	3	4	3	3	3	3	4	3	2	4	4	4	2	4	3	3	2	4	2	4	3	4	2	4	2	3	2	4	2	1	3	1	1	1961	1	1	3	7	23
1	4	5	3	4	5	3	1	3	3	3	3	5	3	4	2	1	3	1	2	5	5	3	3	3	1	4	4	2	4	5	3	4	3	2	1	3	2	4	1	2	2	2	3	2	1	1	1	4	2	1	1982	2	1	3	8	23
1	2	5	4	5	4	4	2	3	4	5	4	5	4	5	4	4	3	4	4	4	4	2	3	4	4	3	4	4	4	4	3	5	4	4	3	4	5	3	4	4	4	4	4	1	1	1	2	2	1	1	1954	1	1	4	11	33
2	2	5	4	3	5	3	2	3	3	2	1	5	3	4	2	3	2	3	4	4	4	3	4	3	2	3	4	4	3	5	4	4	4	4	2	2	3	4	3	3	4	3	2	3	2	3	2	3	2	2	1977	1	1	5	7	48
5	4	5	2	4	4	4	2	2	4	4	1	5	4	4	4	2	2	4	4	1	4	2	2	4	5	2	4	4	4	1	4	4	2	2	5	1	5	2	4	2	5	2	4	3	4	1	1	2	1	1	1943	2	2	3	8	28
2	2	3	4	4	5	4	2	3	5	4	2	5	2	2	3	4	4	3	2	4	4	3	5	4	2	4	4	3	3	3	4	3	4	2	3	1	3	3	4	2	4	5	3	3	4	2	3	4	1	2	1955	1	1	6	14	22
1	5	5	1	4	5	5	5	2	5	4	1	5	5	4	2	4	1	2	5	5	5	4	5	1	1	5	5	5	4	5	5	5	4	5	1	4	4	2	4	4	5	5	4	3	1	1	1	4	1	2	1962	1	1	2	3	22
4	3	3	3	5	5	4	4	4	4	4	1	4	4	5	3	4	4	4	5	4	4	3	4	5	3	4	3	3	4	4	3	4	4	1	2	3	4	3	4	3	4	4	3	1	2	1	1	2	2	1	1971	2	1	6	13	19
3	2	4	1	3	4	2	3	4	5	5	2	4	2	3	4	4	3	2	3	4	5	2	4	4	4	2	3	2	4	3	4	3	4	3	3	3	3	3	3	3	3	3	3	1	3	3	2	3	2	1	1946	2	1	3	6	6
4	2	4	2	4	4	4	2	4	4	3	1	5	3	3	4	5	2	2	4	3	2	3	5	4	3	2	4	2	5	4	4	4	4	2	4	2	4	2	4	2	4	2	5	2	1	1	1	2	2	1	1955	2	1	5	1	22
5	4	4	3	4	3	4	2	3	4	3	2	5	5	5	4	4	2	4	5	2	4	3	3	4	5	4	4	4	5	2	4	4	4	2	5	4	4	3	4	2	2	3	4	3	2	3	2	4	1	2	1943	1	1	3	6	23
4	1	2	1	3	2	4	4	4	4	3	1	4	4	3	3	4	4	1	2	2	5	3	3	3	4	2	2	1	3	2	5	3	4	4	4	1	2	1	3	2	4	3	4	3	4	3	2	4	2	2	1978	2	1	4	4	48
2	1	4	1	4	2	4	1	5	5	5	1	5	1	4	5	5	1	1	4	2	4	2	5	4	4	2	4	2	2	2	4	4	5	1	4	2	4	1	4	4	4	1	4	3	4	3	1	5	1	2	1979	2	1	4	8	34
5	4	4	3	3	3	4	2	2	5	2	3	4	4	5	2	4	3	2	4	1	4	2	4	5	4	2	3	3	2	1	3	4	3	3	4	2	4	2	4	1	3	5	1	2	3	1	1	3	2	2	1967	1	1	5	8	23
2	3	4	4	3	4	4	3	4	4	3	2	4	3	3	3	4	4	3	4	4	3	4	3	3	2	3	4	3	3	4	4	3	4	4	3	3	4	2	3	4	4	3	2	3	4	3	3	5	2	2	1947	1	1	3	8	22
2	4	5	4	3	3	4	2	2	4	4	1	5	5	4	4	3	2	5	5	5	2	1	4	4	5	3	4	3	3	2	5	4	4	2	4	2	5	5	3	4	4	4	1	3	1	2	1	3	1	2	1951	1	1	4	8	34
4	1	5	1	4	4	5	1	2	4	4	1	5	2	4	4	4	1	4	4	4	4	1	4	2	2	2	5	4	4	4	5	5	5	5	2	1	5	3	4	2	5	4	3	3	2	2	2	3	2	1	1983	2	1	5	7	33
3	3	4	1	4	4	4	2	5	5	4	1	4	2	5	3	4	2	1	4	5	5	3	5	4	1	4	4	2	2	4	5	5	5	4	2	2	4	2	4	4	3	3	4	1	1	2	1	1	1	1	1966	2	2	5	10	9
3	4	4	4	4	4	4	3	3	4	2	3	4	4	4	4	2	2	4	5	4	4	3	2	4	3	4	5	4	5	4	3	4	4	1	3	2	4	2	4	3	4	3	5	1	1	1	1	2	2	4	1968	2	1	5	6	37
4	2	5	3	5	2	4	2	4	5	4	1	5	2	3	4	4	2	2	5	3	5	1	4	4	4	2	4	3	3	2	4	4	4	2	4	2	4	2	4	4	4	3	3	3	4	3	3	4	2	2	1944	2	1	4	5	22
5	3	5	3	4	3	4	3	2	3	3	3	5	5	5	5	5	4	5	4	3	3	3	4	4	5	4	4	4	4	3	4	4	4	4	5	3	5	4	4	3	4	3	3	2	3	1	2	4	2	4	1956	2	1	5	3	19
4	1	4	1	3	2	4	1	5	4	3	1	5	1	2	3	4	2	1	3	2	5	2	5	4	3	1	4	1	4	1	5	4	4	2	4	1	4	1	4	1	4	2	3	3	2	3	2	4	3	2	1956	2	1	3	12	6
3	1	2	2	3	3	4	2	4	4	4	2	5	4	4	3	5	3	4	3	4	4	2	4	4	3	3	4	4	2	4	4	4	4	4	3	3	4	4	4	4	4	3	3	2	3	1	3	4	2	2	1974	2	1	3	9	33
2	2	5	1	4	3	5	2	5	5	4	1	5	2	4	5	5	1	2	4	4	5	1	2	3	4	1	5	2	3	4	5	5	5	4	4	1	4	2	4	2	5	1	2	3	4	2	2	4	3	1	1982	2	1	3	6	33
3	4	4	4	4	5	3	3	3	4	2	2	4	4	3	2	3	3	4	3	3	3	2	4	3	3	4	4	4	3	3	3	3	3	4	3	3	3	3	4	4	4	4	5	4	4	2	2	4	2	4	1938	2	1	3	3	48
4	4	5	2	3	2	4	2	1	4	2	1	5	4	2	3	4	2	2	4	2	4	3	3	1	2	2	4	4	3	4	4	4	3	5	4	2	4	2	1	1	4	3	1	2	1	2	2	2	2	2	1982	2	1	2	6	34
5	4	5	3	3	4	5	1	3	4	3	2	5	4	3	3	3	1	1	1	3	5	1	5	5	5	3	5	3	4	3	4	5	5	3	3	1	5	1	3	4	4	1	5	2	1	1	1	1	3	1	1968	2	4	4	11	28
4	1	5	1	3	2	4	1	5	4	5	1	5	1	3	4	4	1	1	4	2	5	1	5	3	4	1	5	2	3	3	5	5	5	1	5	1	4	2	3	4	5	1	1	4	4	1	1	4	1	1	1956	2	1	2	7	9
3	1	5	1	4	3	5	1	4	4	5	1	5	2	5	5	5	4	3	5	4	5	1	4	4	4	1	4	3	5	3	5	5	5	3	4	1	5	2	5	4	5	3	4	2	3	3	1	3	2	2	1942	2	1	3	4	36
4	4	5	5	4	4	4	5	1	5	2	3	3	5	5	4	2	2	5	5	4	2	4	1	4	3	5	4	5	5	5	4	4	2	2	4	5	4	5	4	3	4	4	3	2	3	2	2	3	2	2	1967	2	1	2	10	33
4	4	5	2	3	3	4	4	3	5	4	1	4	4	3	4	4	3	4	2	2	4	2	3	3	4	4	3	2	5	2	4	3	3	1	4	2	3	3	3	4	4	5	3	1	1	1	1	3	2	1	1954	1	1	6	14	36
2	1	3	4	4	4	3	3	2	3	3	1	5	4	4	3	4	3	2	3	4	5	2	4	4	3	3	3	4	4	4	5	4	3	4	4	2	3	2	4	4	4	4	2	2	1	2	1	4	2	1	1958	2	1	2	4	37
5	1	5	1	5	1	4	1	5	3	4	1	5	1	4	4	5	1	3	4	2	2	1	5	3	2	1	5	1	5	1	5	5	5	5	5	2	5	1	5	1	5	1	5	4	4	2	2	5	2	2	1980	2	1	3	8	28
4	3	5	2	3	3	4	3	2	4	3	1	5	4	3	2	3	4	3	2	3	3	2	4	2	2	1	4	2	3	4	4	3	3	4	3	1	3	4	3	3	4	5	2	2	2	3	1	3	2	1	1961	1	1	2	8	48
4	2	4	2	3	3	4	2	4	4	3	1	5	3	3	3	4	2	3	3	3	4	2	4	3	4	3	3	3	5	3	4	4	4	4	4	3	3	3	2	2	4	3	4	3	4	2	4	4	2	2	1976	2	1	5	6	28
1	4	3	4	2	5	3	4	1	2	2	2	3	4	3	2	2	4	4	4	5	3	3	2	3	2	3	3	4	3	4	3	3	2	3	1	3	2	2	4	5	4	4	1	3	4	3	2	4	3	1	1956	1	1	2	2	48
3	2	4	1	3	4	4	2	3	3	4	1	5	4	3	3	4	1	5	3	4	5	1	3	3	3	3	3	3	3	3	3	3	3	2	4	2	3	3	3	3	3	3	3	3	2	1	1	3	2	2	1979	2	1	4	1	29
5	2	5	4	4	2	4	2	2	4	2	2	5	4	3	5	5	4	4	4	1	5	1	4	4	4	1	5	4	4	3	5	5	2	2	5	1	5	4	4	4	5	4	2	3	4	3	1	4	2	1	1940	2	1	2	6	9
3	3	5	3	4	4	4	2	2	3	3	1	5	4	3	3	3	1	4	3	4	4	1	4	3	2	3	5	3	2	3	4	5	3	5	3	1	5	4	4	3	4	2	4	4	4	3	4	5	2	2	1983	2	1	2	6	28
2	1	5	2	3	4	5	3	3	5	4	1	5	4	4	4	5	2	4	5	4	4	1	4	3	4	4	5	4	4	4	5	4	4	3	2	2	4	4	5	2	3	2	4	2	2	1	1	3	1	1	1949	1	1	2	11	9
4	2	4	1	4	4	4	2	4	4	5	2	5	2	4	4	4	2	2	4	2	4	1	5	4	3	2	5	2	3	2	4	5	4	2	4	2	1	1	2	3	4	2	4	4	4	3	4	5	1	2	1980	2	1	6	14	23
1	3	4	2	2	5	3	2	4	3	2	1	5	3	3	2	4	3	3	3	5	4	3	4	2	1	3	4	3	2	5	3	4	4	4	1	3	3	3	3	3	4	3	2	4	4	3	1	5	3	2	1958	1	1	4	7	33
5	1	4	2	5	2	5	2	2	5	4	1	5	5	5	5	5	5	5	5	2	4	2	4	4	4	2	4	4	5	4	5	4	4	2	4	1	4	2	5	1	5	4	4	1	1	1	1	1	1	1	1984	2	3	6	2	23
4	1	5	1	4	5	5	1	4	5	4	1	5	2	4	4	2	4	4	5	2	5	1	4	4	4	2	4	1	4	2	5	5	4	2	4	1	5	5	5	5	5	1	4	1	1	1	1	3	3	2	1977	2	1	3	7	33
3	2	5	4	4	4	2	1	5	4	2	1	5	5	3	3	4	1	5	5	4	5	1	5	4	4	4	5	1	4	1	5	5	5	1	4	3	5	2	4	4	5	1	2	1	4	1	4	4	1	2	1957	1	1	3	7	6
4	2	4	4	4	4	4	4	1	5	1	1	4	4	4	3	4	4	5	4	4	4	4	5	5	4	1	3	4	4	4	4	3	2	3	2	2	2	4	4	4	4	4	3	3	4	2	1	3	2	2	1946	2	1	3	8	33
1	3	5	1	3	5	5	3	4	4	3	3	5	3	4	2	4	2	1	4	4	5	2	5	3	3	4	5	3	3	4	5	4	4	4	2	3	4	1	4	2	5	5	2	2	2	3	1	2	3	1	1979	1	1	5	13	23
5	3	5	2	4	2	2	2	3	5	3	2	5	4	4	3	3	2	3	4	2	3	3	3	4	4	2	3	3	4	3	4	4	4	2	4	2	3	3	3	2	3	2	4	3	1	1	1	3	2	4	1977	2	1	3	10	48
4	2	5	4	3	3	2	2	5	5	2	1	5	4	2	4	4	1	2	2	4	5	1	5	2	2	2	4	2	2	4	5	5	4	4	2	1	5	2	2	2	4	2	1	4	4	2	2	4	3	1	1938	2	1	2	3	37
5	4	5	2	2	5	5	4	1	5	5	2	5	5	3	4	5	3	2	3	4	5	1	4	4	4	4	5	2	2	1	5	4	4	5	2	1	1	4	4	4	5	3	1	1	4	1	1	2	2	2	1941	1	1	2	8	48
3	3	5	4	5	3	4	4	1	4	3	5	5	5	4	3	5	1	5	3	5	5	4	1	3	3	3	5	5	5	5	5	5	1	5	4	1	5	1	5	5	4	3	1	4	4	2	4	5	2	2	1958	2	1	2	7	9
4	2	5	2	5	3	4	4	2	5	5	1	5	4	5	5	4	2	3	5	3	3	2	4	5	5	4	5	4	4	3	3	5	4	3	4	2	4	2	5	2	4	4	4	2	2	3	1	4	2	2	1958	1	1	3	10	6
5	1	5	1	5	4	5	1	4	5	4	1	5	5	5	5	5	1	4	5	2	5	4	5	1	2	1	5	4	5	4	5	5	4	1	5	1	5	1	5	1	4	1	4	3	4	1	1	3	1	1	1955	1	2	3	10	33
4	5	3	3	3	4	2	4	1	5	3	4	3	5	4	3	2	4	5	5	3	2	4	1	4	3	5	2	5	5	5	3	4	1	3	3	5	3	5	4	4	3	4	2	3	1	2	1	3	2	3	1980	1	1	6	7	48
2	3	4	1	3	3	4	3	4	4	4	1	4	1	3	3	4	2	3	3	4	5	2	4	4	3	1	4	1	4	3	4	4	4	3	3	1	4	3	3	2	4	3	1	2	4	1	1	3	2	2	1937	1	1	2	6	34
2	1	5	1	4	4	5	2	2	4	2	1	5	4	2	2	4	5	5	2	4	4	1	2	3	4	1	4	4	4	4	5	4	2	5	2	1	4	4	2	4	4	2	2	4	4	1	1	3	2	2	1962	2	1	2	4	34
5	4	4	4	5	3	3	2	3	4	3	3	5	4	4	3	2	2	3	4	2	1	2	3	3	4	2	4	4	2	3	4	4	2	3	2	3	4	4	5	2	3	3	2	3	4	1	3	3	1	2	1952	1	1	1	5	37
5	4	5	1	4	2	4	2	5	5	4	1	4	3	5	4	4	4	1	5	1	3	2	4	5	5	4	5	2	4	1	4	4	5	2	5	4	4	1	5	1	4	2	5	1	2	2	1	3	2	1	1966	1	1	5	7	6
5	4	2	4	5	2	5	4	2	5	2	2	5	5	4	5	4	2	4	5	4	5	2	4	5	5	4	5	5	5	5	2	4	5	2	5	5	5	2	4	2	5	4	2	3	4	2	1	4	2	2	1964	2	1	4	8	6
5	4	5	2	4	2	4	1	2	4	4	2	5	4	4	5	4	2	4	5	1	4	2	4	4	5	1	5	4	4	1	4	5	4	4	4	2	5	4	4	2	4	2	2	3	1	1	1	2	2	1	1976	2	1	5	7	29
2	4	5	1	1	4	4	3	2	2	2	1	5	5	4	3	5	1	5	5	5	5	2	4	2	2	3	5	5	5	5	5	5	5	2	1	3	4	5	3	4	4	4	4	3	3	3	3	4	2	2	1962	2	1	2	7	37
5	4	4	3	3	3	5	4	4	5	4	2	5	4	4	4	4	4	3	4	3	4	3	4	2	4	4	3	5	3	5	5	4	4	1	5	3	4	4	5	5	5	4	3	2	1	1	2	3	2	1	1971	2	1	4	8	23
2	3	4	3	4	5	4	4	2	4	3	2	5	5	5	3	4	3	5	4	4	4	3	3	3	2	2	5	4	3	4	4	3	4	3	2	3	4	5	4	3	4	4	4	2	2	1	1	3	2	1	1957	1	1	5	9	48
3	3	4	3	4	2	4	4	3	5	4	3	5	4	3	4	4	3	3	5	3	5	3	4	4	4	3	4	4	4	4	5	4	4	1	4	4	4	4	4	1	4	2	3	2	1	1	1	3	2	3	1961	2	1	3	9	36
1	3	4	2	4	4	4	2	2	4	4	2	4	4	3	3	3	2	4	3	4	4	2	3	4	2	4	4	4	4	4	4	4	3	4	2	2	4	4	3	4	4	2	3	2	3	3	1	3	2	2	1944	2	1	4	5	22
3	3	5	2	3	3	4	3	3	3	4	1	5	5	5	5	3	4	3	4	4	5	2	4	4	4	3	3	3	3	3	3	3	3	4	4	3	3	3	3	3	4	3	3	3	4	1	1	2	2	1	1973	2	1	2	4	37
2	2	5	2	4	2	4	2	4	4	2	1	5	2	4	3	2	1	2	2	2	2	3	4	4	4	3	4	4	3	2	5	5	4	2	4	2	4	2	4	4	4	2	2	1	1	1	1	1	1	1	1972	2	1	3	4	22
1	3	5	3	2	4	4	4	3	3	3	2	5	3	4	3	3	1	4	3	5	3	2	4	3	3	4	5	4	3	3	3	3	3	3	1	3	4	3	3	3	3	3	3	3	3	1	2	3	2	1	1970	2	2	3	6	33
1	1	2	2	2	5	4	1	2	2	2	1	5	5	4	4	5	4	4	2	5	5	5	4	2	2	2	4	2	2	5	5	5	5	4	2	2	2	5	5	4	4	4	2	4	4	3	2	4	2	1	1958	2	2	2	5	33
5	3	5	1	3	2	5	3	5	5	4	1	5	4	4	3	5	3	4	4	3	5	4	5	3	4	4	5	3	4	1	5	4	4	3	5	3	5	4	3	3	5	2	3	3	1	1	2	2	1	1	1935	2	1	3	5	23
5	1	4	1	4	2	5	2	4	5	4	1	5	2	5	5	4	3	2	5	2	4	2	5	4	4	1	5	3	5	2	5	5	5	4	5	1	5	3	5	1	5	2	5	2	1	1	2	1	2	1	1984	2	3	5	2	48
5	2	4	3	5	2	4	3	3	5	4	1	5	3	4	4	5	4	4	5	3	4	3	5	5	4	2	3	4	5	3	5	3	3	1	5	1	3	3	4	1	5	4	5	1	1	1	1	1	2	1	1968	1	1	3	12	48
4	1	4	2	3	4	4	3	4	4	3	1	5	4	3	4	4	4	2	5	2	4	2	4	3	2	1	4	3	5	4	4	3	4	2	3	1	4	2	4	2	4	2	3	3	4	2	4	5	2	2	1973	2	1	5	11	19
1	3	4	1	3	3	4	2	4	4	3	1	5	3	3	3	4	2	2	3	5	4	2	5	2	3	1	3	2	4	4	4	4	4	3	3	2	4	3	3	4	4	3	3	3	4	1	1	4	2	2	1936	2	1	4	5	23
4	2	5	4	4	4	5	4	2	5	3	2	5	3	5	3	4	5	5	3	4	4	3	2	4	1	1	4	5	4	4	4	5	2	4	4	1	2	5	5	3	4	4	5	2	1	1	1	1	2	1	1981	2	1	3	2	23
4	4	5	3	4	4	4	5	3	4	3	2	5	4	4	3	4	1	3	2	4	4	2	4	2	4	2	5	4	2	4	5	5	4	4	4	1	5	2	2	2	4	2	1	3	4	2	1	4	2	2	1969	2	1	5	8	23
5	3	5	3	5	2	4	4	1	5	1	4	5	5	4	3	2	1	4	4	1	5	3	3	3	5	4	4	4	3	1	4	4	2	2	4	4	3	1	3	2	4	4	2	3	2	2	2	3	1	1	1982	2	1	2	5	22
4	3	5	3	4	4	3	3	4	3	2	1	5	2	3	3	4	1	3	2	4	5	3	4	4	3	3	4	4	3	3	4	5	4	4	3	1	4	1	3	2	4	1	3	3	4	1	1	2	3	1	1965	1	1	3	8	23
4	4	4	4	4	2	2	5	4	2	2	4	4	4	2	2	4	4	4	4	2	2	4	2	2	4	4	4	4	4	4	4	4	2	4	2	4	2	2	2	4	4	4	2	2	1	1	1	2	2	1	1979	2	1	3	7	23
4	3	4	2	4	4	4	3	4	4	4	1	4	4	4	4	4	3	3	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	3	4	2	4	2	4	4	4	2	3	4	1	1	1946	1	2	3	8	9
