"bfi_1"	"bfi_2"	"bfi_3"	"bfi_4"	"bfi_5"	"bfi_6"	"bfi_7"	"bfi_8"	"bfi_9"	"bfi_10"	"bfi_11"	"bfi_12"	"bfi_13"	"bfi_14"	"bfi_15"	"bfi_16"	"bfi_17"	"bfi_18"	"bfi_19"	"bfi_20"	"bfi_21"	"bfi_22"	"bfi_23"	"bfi_24"	"bfi_25"	"bfi_26"	"bfi_27"	"bfi_28"	"bfi_29"	"bfi_30"	"bfi_31"	"bfi_32"	"bfi_33"	"bfi_34"	"bfi_35"	"bfi_36"	"bfi_37"	"bfi_38"	"bfi_39"	"bfi_40"	"bfi_41"	"bfi_42"	"bfi_43"	"bfi_44"	"AgainstAbortion"	"AgainstGayMarriage"	"AgainstUniversalHealthcare"	"AgainstTaxingTheRich"	"ConservativeIdeology"	"PoliticalInterest"	"Vote"	"YearOfBirth"	"Gender"	"Race"	"EducationLevel"	"IncomeLevel"	"State"
5	2	5	3	4	4	5	1	4	5	5	1	5	3	4	4	5	3	2	5	4	4	1	4	3	3	1	5	3	2	4	4	5	5	3	4	2	4	2	4	3	4	1	4	3	1	3	4	4	1	2	1952	1	1	6	1	22
2	4	5	1	5	4	3	2	5	5	4	1	5	3	5	3	4	4	1	5	4	5	3	5	5	2	3	5	4	4	4	3	5	5	1	3	4	4	1	4	1	2	3	4	3	3	3	4	4	2	2	1964	1	1	5	14	48
1	4	4	1	4	4	3	4	5	5	2	3	5	3	4	2	3	2	2	3	4	4	3	5	4	4	4	4	4	4	2	4	4	5	2	2	4	3	2	4	2	4	4	2	1	1	1	1	1	1	1	1935	1	1	5	6	34
4	3	3	1	4	4	2	4	4	4	2	1	4	3	2	3	4	2	4	3	4	4	5	5	2	3	4	2	4	4	3	3	3	4	2	4	4	3	2	3	2	4	4	3	3	4	3	4	5	1	4	1938	1	1	2	10	7
4	2	5	2	3	3	4	2	4	5	5	1	5	3	3	4	4	1	1	3	3	5	1	5	4	4	1	5	1	2	3	4	5	5	3	5	2	5	2	3	3	4	1	1	3	4	3	3	1	1	2	1931	1	1	2	7	13
2	3	5	2	2	5	3	2	4	4	4	2	5	3	4	3	2	1	3	3	5	4	1	5	4	4	4	5	2	3	3	4	4	5	3	2	4	4	2	3	2	4	1	3	3	4	3	2	4	2	2	1968	1	3	5	9	45
4	2	4	1	4	4	4	2	4	4	4	1	5	4	4	3	4	1	4	4	4	4	1	4	4	4	2	4	2	3	4	4	4	4	3	4	2	4	2	3	3	4	2	2	3	4	3	2	4	3	2	1942	1	1	2	6	37
5	4	5	4	2	2	4	1	1	5	4	1	5	5	4	4	1	1	5	4	1	4	1	4	3	4	4	4	5	5	2	4	4	2	4	5	4	5	2	4	1	4	1	5	2	1	2	2	2	1	1	1947	1	1	6	12	42
5	3	5	3	3	2	3	3	2	4	4	1	5	4	4	4	4	1	3	3	2	5	1	2	3	4	3	5	4	3	2	5	5	4	4	5	1	5	3	4	3	5	3	2	4	4	3	4	5	1	2	1958	1	1	2	10	33
4	2	5	1	4	3	3	3	3	4	4	1	5	4	4	4	3	2	3	4	3	4	2	5	4	3	3	4	3	3	3	4	4	4	1	4	3	4	3	4	3	4	3	3	2	3	3	4	4	1	2	1961	1	1	5	11	36
4	4	5	1	3	4	5	2	3	4	3	1	5	4	4	4	5	4	2	4	3	5	3	5	3	3	3	4	2	4	2	5	3	5	2	5	1	3	1	3	3	5	2	5	3	4	3	4	5	1	2	1948	1	1	3	14	42
4	3	4	1	4	3	4	1	4	4	3	1	5	3	2	3	5	2	1	4	3	5	1	5	3	4	3	4	1	3	3	5	5	5	4	4	2	3	1	4	2	5	2	1	3	4	3	4	5	1	2	1953	1	1	6	12	5
2	4	5	2	4	4	4	2	3	5	3	2	4	4	5	4	4	3	4	4	4	4	3	4	4	2	3	5	4	4	4	4	5	4	4	3	3	5	4	4	4	4	2	4	3	3	3	4	4	1	2	1967	2	1	6	11	22
5	2	4	3	3	2	3	4	2	5	4	1	4	3	4	3	3	1	1	5	2	4	4	4	3	5	5	3	2	2	3	2	4	2	3	4	4	4	3	4	3	3	3	2	1	4	1	1	3	2	2	1960	1	1	6	14	32
2	2	5	1	3	5	4	3	2	4	3	2	5	4	3	3	4	2	4	3	5	5	1	4	4	3	3	5	2	3	4	4	5	2	4	3	2	4	4	3	3	4	2	4	4	4	3	4	5	1	2	1952	1	1	2	10	41
3	2	4	2	5	4	4	2	5	5	2	1	5	3	4	4	4	2	1	4	4	5	1	5	5	5	3	5	2	3	1	4	5	5	5	4	2	5	1	3	3	4	1	3	3	1	3	3	4	2	2	1944	1	1	5	6	39
4	3	5	4	4	3	4	1	3	5	2	2	5	4	3	4	4	2	5	4	2	4	2	4	3	4	1	4	4	4	3	5	4	4	2	2	1	4	4	4	2	4	2	1	2	1	1	1	3	2	1	1956	2	1	3	7	22
5	1	4	1	5	4	5	4	2	5	2	1	5	5	5	5	5	5	4	5	3	5	1	5	5	5	1	5	5	4	1	5	5	4	1	5	2	5	4	5	5	5	4	3	3	4	3	3	5	1	2	1928	2	1	2	6	5
3	4	4	2	4	2	2	4	5	5	5	1	5	2	5	5	4	3	2	5	3	4	3	5	4	5	4	4	2	4	3	4	4	5	3	4	2	4	3	4	3	4	4	3	1	1	1	1	1	1	1	1983	1	1	3	6	23
2	3	4	2	4	4	4	4	2	5	4	2	5	4	4	2	4	4	4	2	4	2	2	5	4	2	2	4	2	2	2	4	4	4	1	3	1	4	4	4	3	4	5	3	3	4	3	4	4	1	2	1967	1	1	6	14	5
1	2	5	5	5	5	5	4	1	5	1	1	5	5	5	3	1	4	5	5	5	5	1	4	5	4	5	5	3	5	5	4	5	5	5	1	1	5	4	5	1	4	1	5	1	4	1	1	4	1	2	1959	1	1	2	4	9
1	2	4	4	3	4	3	3	2	3	2	2	4	4	3	3	4	2	4	3	5	4	4	4	3	3	4	4	4	3	4	4	4	4	4	4	3	4	4	4	2	4	4	4	1	2	1	1	4	2	1	1944	1	1	2	7	37
4	2	5	2	4	4	5	4	5	4	4	2	5	4	3	4	4	2	4	2	4	5	1	4	2	3	1	4	4	3	4	5	5	5	4	4	1	4	2	4	5	5	3	2	3	4	3	2	4	2	2	1934	1	1	2	6	9
5	2	4	1	4	3	4	3	4	4	4	1	5	3	4	4	4	3	3	4	3	4	1	3	4	3	1	4	2	4	3	4	4	3	3	4	1	4	3	4	1	4	3	3	4	4	3	3	4	1	2	1951	2	1	3	11	32
5	1	5	1	3	2	5	1	4	5	3	1	5	3	3	4	5	2	1	3	2	4	1	4	3	3	1	5	2	5	1	5	5	4	3	5	3	5	3	4	2	5	3	4	1	1	1	2	2	1	1	1967	2	1	3	10	5
5	1	3	1	5	3	5	3	2	4	5	1	5	3	5	5	3	4	2	1	3	5	1	5	3	5	1	5	5	3	1	3	5	5	1	5	3	5	1	4	5	5	1	1	4	3	3	4	4	1	2	1982	1	1	3	14	42
4	2	5	3	5	4	5	3	5	4	4	1	5	2	4	4	5	3	1	5	4	5	3	5	5	4	4	5	3	3	2	5	4	5	4	4	2	4	1	5	2	5	4	4	3	4	3	4	4	1	2	1948	1	1	6	14	45
2	2	4	1	4	4	4	3	4	5	4	1	5	1	4	4	5	2	1	4	5	2	2	5	4	4	3	5	2	3	4	4	4	4	3	4	1	4	1	4	2	4	1	4	2	4	3	2	3	1	2	1943	1	1	3	6	22
1	4	5	5	4	5	4	1	2	5	3	1	5	5	4	2	2	1	5	3	5	1	4	2	4	4	3	4	5	2	5	5	5	2	5	1	1	4	4	5	3	2	4	3	3	1	3	4	4	1	2	1969	1	1	4	10	9
2	3	5	1	4	3	4	3	4	4	3	2	4	3	3	4	4	2	3	4	3	4	1	4	4	3	3	4	3	2	4	4	4	5	4	3	3	4	3	4	4	4	3	2	2	4	3	2	5	1	2	1953	1	1	5	12	37
2	4	5	1	5	4	4	4	5	4	3	4	5	4	4	3	2	1	2	5	2	2	4	5	3	5	3	4	4	2	1	4	5	5	2	2	4	4	1	2	4	4	4	1	2	4	3	4	4	1	2	1955	1	1	3	12	45
2	4	4	1	2	4	2	2	4	4	3	1	5	4	3	2	4	4	2	3	4	4	4	5	4	5	4	3	3	2	2	2	4	4	4	2	2	4	2	3	3	2	2	2	2	2	3	4	4	2	2	1970	2	4	6	14	3
4	3	5	1	3	4	5	1	2	5	4	1	5	2	4	5	1	1	5	5	3	5	1	5	3	3	1	5	2	3	3	5	5	4	4	3	1	5	4	5	3	5	1	3	1	2	1	1	3	1	1	1943	1	1	5	10	22
2	4	5	4	4	2	5	1	2	4	2	1	5	4	4	4	4	1	4	1	3	5	1	2	4	4	2	5	4	4	2	5	5	3	2	4	1	5	3	4	2	5	1	2	3	1	1	1	4	1	1	1959	1	1	3	2	34
1	2	4	1	3	4	4	2	2	4	4	1	5	3	3	4	4	2	4	4	5	3	1	4	4	5	4	5	3	3	4	3	3	2	2	4	3	4	2	4	4	4	2	2	2	3	2	1	3	1	2	1946	1	1	5	8	25
3	3	4	2	4	3	4	3	2	4	4	1	5	3	4	3	3	4	4	3	3	3	2	3	4	3	3	4	3	3	3	4	3	3	3	3	3	3	3	4	4	3	3	3	2	2	3	3	3	1	1	1952	1	1	6	14	42
1	4	5	3	4	4	5	3	1	5	3	1	5	5	5	3	4	3	4	4	4	2	2	2	4	3	4	4	4	4	4	4	3	3	2	2	3	4	3	4	3	3	2	3	3	4	3	4	5	1	2	1959	1	1	3	8	15
1	1	5	1	3	3	5	4	1	3	3	1	5	3	3	4	5	4	4	3	5	5	2	4	3	3	2	3	3	4	4	5	5	3	2	3	1	4	5	3	3	3	3	3	3	2	1	1	3	1	1	1968	2	1	2	2	34
2	1	5	1	2	5	5	1	4	4	4	1	5	4	4	2	5	1	1	4	4	5	1	5	4	1	4	5	1	3	4	5	5	4	4	2	5	5	4	2	4	5	1	2	4	4	3	2	5	1	2	1943	2	1	2	9	22
3	2	4	1	3	3	4	3	4	5	3	1	4	2	3	3	4	2	1	4	4	4	2	5	4	3	1	2	1	5	1	4	3	4	2	5	1	3	1	4	1	4	1	3	2	2	1	2	2	1	1	1942	2	1	2	6	25
4	4	5	4	5	4	5	4	2	5	3	2	5	4	4	4	5	1	5	5	4	5	3	4	4	4	2	4	4	4	5	5	5	5	5	4	4	5	4	4	1	5	1	3	3	4	3	3	5	1	2	1950	2	1	5	11	22
4	2	5	4	5	4	5	1	5	5	4	1	5	3	5	5	5	4	5	4	2	3	1	5	5	5	2	5	3	3	2	5	5	5	1	5	1	4	2	5	3	5	3	2	3	4	3	2	4	1	2	1963	1	1	3	8	9
4	2	4	5	5	4	4	3	3	5	1	3	4	4	5	3	5	2	5	5	5	3	3	1	5	3	3	4	4	4	4	4	4	4	3	3	1	4	5	3	3	4	4	4	2	1	2	2	3	2	1	1946	1	1	4	10	9
5	4	5	1	4	1	5	3	3	4	5	2	5	4	5	5	5	1	3	3	1	5	1	5	5	5	1	5	3	2	1	5	5	3	1	5	2	5	1	4	3	4	2	4	1	1	1	2	1	1	1	1948	2	1	2	13	9
4	1	5	1	4	4	5	1	4	5	4	1	5	2	4	4	5	4	2	4	4	4	2	4	4	3	2	3	2	3	4	1	4	4	3	4	1	4	4	4	2	4	3	3	1	1	1	1	1	1	1	1945	2	1	3	8	9
5	2	4	3	5	3	3	2	1	5	4	1	5	5	5	5	3	4	4	5	2	5	1	3	5	5	4	4	4	5	2	3	4	4	1	4	4	5	4	5	1	4	2	5	1	1	1	2	2	1	1	1945	2	1	5	8	21
2	2	4	3	3	4	2	2	4	5	2	5	5	3	3	4	3	2	3	4	2	5	3	4	3	2	3	2	4	2	4	4	4	3	2	2	2	2	4	5	2	4	2	2	3	4	3	4	5	1	2	1959	1	4	2	14	37
2	2	2	2	3	4	4	4	4	4	2	2	2	4	3	3	4	4	3	4	4	4	4	4	3	4	4	2	4	4	4	4	2	4	3	4	4	4	2	4	3	4	4	2	2	1	1	1	1	1	1	1932	1	1	6	14	15
4	4	4	1	5	1	5	3	4	5	5	1	5	3	5	5	5	3	1	5	1	5	2	5	5	4	2	5	1	3	1	5	5	4	2	5	1	4	1	5	2	5	3	3	2	1	1	1	2	1	1	1966	2	1	2	10	34
3	3	4	3	3	2	4	3	2	4	2	1	5	5	4	3	5	4	4	5	3	4	4	3	3	3	2	2	2	3	2	4	4	4	2	4	2	2	4	4	4	4	3	2	3	4	3	3	4	1	2	1929	1	1	3	4	13
3	3	4	1	4	3	4	3	4	4	3	1	4	4	3	3	4	3	2	4	2	4	3	4	4	4	3	4	3	3	2	4	3	4	3	4	2	3	2	3	4	4	3	2	2	4	3	3	3	1	2	1939	1	1	1	6	13
2	4	5	2	4	5	5	1	4	5	3	1	5	4	4	4	4	1	4	5	4	4	2	4	4	2	4	5	2	5	4	4	5	4	1	2	1	4	1	5	2	5	2	4	2	1	2	2	2	1	1	1961	1	1	6	14	30
5	4	4	1	5	1	4	4	4	5	4	2	5	4	4	4	4	4	2	5	1	4	2	5	5	5	3	2	3	4	1	4	4	4	1	5	1	3	1	4	3	5	3	2	4	4	2	3	4	1	2	1951	1	1	3	12	20
4	4	4	1	3	2	4	4	2	5	4	2	5	4	3	2	2	4	3	4	4	4	3	2	4	3	3	4	3	4	2	4	4	3	4	4	4	3	3	3	4	4	3	2	3	4	3	2	4	1	2	1941	1	1	3	7	15
2	2	5	3	4	4	4	2	3	4	3	1	5	3	4	3	3	1	2	4	4	2	2	2	3	2	2	4	3	4	4	4	5	3	3	3	3	4	3	4	3	4	3	4	4	3	3	4	5	1	2	1963	2	1	5	12	9
2	1	5	1	4	4	4	1	5	5	3	1	5	1	4	4	5	2	1	5	5	4	2	5	4	4	2	4	1	5	4	5	4	5	2	2	1	4	3	5	1	5	2	4	2	1	1	2	1	2	1	1959	1	1	6	6	9
4	4	4	1	4	3	4	4	5	5	4	3	5	3	4	4	4	4	3	4	4	4	4	5	4	4	4	5	4	5	4	5	5	5	4	4	4	4	4	4	2	4	3	5	3	4	3	4	4	1	2	1954	1	1	2	11	24
5	3	4	2	3	3	4	3	2	4	3	1	5	4	4	3	4	4	4	4	3	3	2	4	4	2	2	4	4	5	4	4	4	4	4	4	2	4	3	3	2	4	4	4	4	4	3	3	4	2	2	1984	2	1	5	7	5
3	3	4	2	3	3	4	4	3	4	3	2	4	4	3	2	4	4	3	3	2	3	4	3	2	2	4	3	3	2	3	3	4	4	3	2	3	3	2	3	4	4	3	3	3	4	2	1	4	2	2	1955	1	1	4	7	42
3	2	1	3	5	4	4	3	2	5	4	4	5	4	4	4	5	2	4	4	3	4	2	4	4	4	2	4	4	5	3	4	4	4	1	4	4	5	4	4	2	4	2	4	1	2	3	2	3	1	2	1952	1	1	5	10	37
4	1	5	1	5	3	5	2	5	5	5	1	5	2	5	5	5	1	2	5	4	5	1	4	5	4	1	5	2	4	2	5	5	5	2	4	2	5	1	5	2	5	1	4	4	4	3	2	4	1	1	1943	1	1	2	6	22
4	3	4	1	4	2	2	2	4	4	4	1	2	2	2	4	3	1	2	4	1	4	4	4	4	5	1	4	1	4	3	4	4	5	3	5	2	4	1	4	4	4	2	4	1	1	3	1	2	1	3	1929	2	1	3	8	5
4	2	5	1	4	4	4	3	4	5	5	1	5	1	4	4	5	1	1	4	2	4	1	4	4	4	2	4	4	5	2	5	5	4	1	4	1	4	1	4	1	5	1	4	1	1	2	2	3	1	1	1966	1	2	3	9	42
5	4	2	2	2	5	2	4	1	5	4	4	4	5	2	2	2	5	2	4	1	2	5	2	1	5	2	4	1	1	1	2	4	4	1	4	4	4	2	2	3	4	2	1	3	4	3	4	5	1	2	1950	1	1	5	13	42
4	3	5	1	5	4	5	1	5	5	4	3	5	1	5	4	5	2	1	5	3	4	1	4	5	3	3	4	4	5	2	5	5	5	1	5	1	5	1	5	2	3	1	2	1	1	1	1	2	1	1	1942	1	1	5	10	6
2	1	5	1	4	4	4	2	4	5	4	1	5	2	3	3	4	3	1	3	4	2	2	4	4	3	4	5	2	1	4	4	4	5	1	2	2	4	1	4	4	3	2	2	2	3	3	3	4	1	2	1976	1	1	6	10	18
4	4	4	1	4	2	3	4	2	4	4	2	5	4	4	4	4	4	2	4	2	2	3	2	4	4	4	4	3	3	3	2	2	4	2	3	4	4	3	3	4	4	2	3	2	2	1	2	3	1	1	1953	2	1	5	8	48
3	1	5	4	5	3	4	2	3	5	3	1	5	4	5	2	5	2	3	5	3	4	1	4	5	2	3	5	3	3	3	5	5	3	4	3	1	3	3	5	3	4	2	1	1	3	1	1	3	1	1	1963	1	1	4	7	32
4	2	5	2	5	3	4	3	3	5	4	2	5	4	5	5	4	4	2	5	2	5	2	5	5	5	4	4	2	5	2	4	4	4	1	5	4	5	4	5	1	4	2	5	1	1	1	1	1	1	1	1935	1	1	6	11	48
4	1	5	1	4	2	5	2	2	5	4	2	5	2	4	5	5	1	1	4	2	5	1	5	4	5	1	5	2	5	1	5	5	5	2	4	2	5	1	5	1	5	2	2	1	2	1	1	3	1	1	1965	1	1	5	6	14
5	5	5	1	4	3	5	4	5	5	5	1	5	1	2	5	5	4	1	4	2	5	1	5	4	4	1	5	1	4	3	5	4	5	1	5	1	4	1	4	3	5	2	1	1	1	1	1	2	1	1	1939	1	1	5	8	40
5	4	4	4	5	2	4	4	2	5	2	1	5	5	5	4	4	4	5	5	1	4	4	4	4	4	2	4	4	4	2	4	4	2	3	4	2	5	4	4	4	4	4	4	1	1	1	1	1	1	1	1944	2	1	3	7	5
2	2	5	2	5	4	4	4	5	5	5	1	5	2	3	4	5	2	1	4	4	4	3	5	4	4	1	5	2	3	4	4	4	5	1	2	1	4	2	4	3	4	4	1	2	4	3	4	4	1	2	1947	1	1	3	7	9
5	4	4	1	4	1	5	5	4	5	4	3	5	5	5	4	5	5	1	5	5	5	4	5	5	5	5	4	5	5	4	5	2	5	4	4	4	4	1	5	1	3	3	3	2	1	2	2	2	2	1	1936	1	1	3	11	34
3	2	5	2	3	5	4	1	3	5	1	1	5	4	3	3	5	1	4	4	4	2	1	4	2	1	2	5	2	3	4	5	5	3	5	3	1	5	2	5	3	5	1	2	4	4	2	1	3	1	1	1954	2	1	2	7	46
4	4	5	4	3	4	5	1	2	4	4	3	5	5	4	3	4	4	5	3	4	5	1	4	3	2	1	4	4	4	4	5	5	4	4	5	1	3	3	3	3	4	3	2	3	4	3	4	5	1	2	1951	1	1	2	4	10
3	2	4	1	5	3	5	4	5	5	5	1	5	4	5	4	3	3	2	4	4	4	2	5	5	2	3	5	3	5	4	4	5	5	1	2	3	5	1	5	1	5	4	4	1	1	1	1	1	1	1	1924	1	1	6	12	36
4	2	5	1	5	3	4	2	4	5	5	1	5	2	4	4	4	3	1	4	3	3	2	5	5	4	2	3	2	5	2	5	4	4	1	4	1	4	3	4	1	4	3	5	2	1	2	2	3	1	1	1950	1	1	6	12	37
5	2	4	4	5	3	5	4	4	5	4	1	5	5	5	5	5	4	4	5	2	5	2	2	4	4	2	4	2	5	2	5	4	4	1	4	4	4	4	5	2	5	2	4	1	1	1	1	1	1	1	1934	1	1	5	10	23
3	3	5	1	5	4	4	1	4	5	4	1	5	4	5	4	4	2	2	3	3	3	2	5	3	4	4	4	1	3	3	5	5	4	3	3	3	5	3	5	2	4	3	4	4	4	1	1	2	1	1	1980	2	1	6	7	25
3	3	5	4	3	4	3	2	4	4	3	1	5	3	4	3	2	1	4	5	5	5	1	4	3	4	4	4	5	2	4	3	4	5	2	2	3	2	3	3	5	4	4	1	3	4	3	4	4	1	2	1957	1	1	6	11	3
5	5	5	4	3	1	5	4	3	5	3	2	5	5	4	4	4	2	4	4	3	2	2	3	3	5	2	5	4	4	2	3	4	4	4	4	3	4	3	4	2	4	3	2	1	1	1	1	1	1	1	1947	2	1	6	12	3
4	3	3	4	4	4	4	1	3	5	3	2	5	4	3	3	4	1	4	4	3	5	3	3	3	4	3	4	4	3	2	4	4	4	1	4	2	5	3	4	4	4	3	3	1	4	3	4	4	1	2	1967	1	1	6	13	22
2	1	5	1	5	5	5	1	4	5	4	1	5	4	5	2	5	1	2	2	5	5	1	4	5	4	3	5	2	5	4	5	5	5	4	3	1	5	1	5	2	5	1	5	3	2	3	4	4	1	2	1921	1	1	3	10	5
1	2	5	1	4	4	5	4	4	5	5	1	5	2	4	5	5	1	1	3	2	4	1	5	4	4	3	5	1	5	4	4	5	5	2	4	4	5	3	4	3	1	4	5	3	4	3	4	5	1	2	1939	1	1	6	13	48
3	1	5	3	5	5	5	1	4	5	5	1	5	3	5	5	5	1	1	5	3	5	1	5	5	5	3	5	3	4	3	4	4	4	3	3	1	5	1	4	1	2	3	5	4	4	1	4	5	1	2	1966	1	1	6	2	6
2	1	1	3	3	2	4	1	1	3	3	1	5	3	3	3	3	2	4	3	4	5	1	5	3	2	1	3	1	3	4	5	3	5	3	2	1	4	4	4	3	5	3	2	3	4	3	4	5	1	2	1939	2	3	2	9	6
4	4	4	1	4	3	4	3	3	4	3	3	4	2	4	4	4	3	4	4	4	4	2	5	5	5	3	4	4	4	4	4	4	4	3	4	3	4	3	3	3	3	3	3	3	2	3	1	4	1	2	1971	2	1	4	6	9
5	3	5	1	4	1	5	4	2	5	5	1	5	1	3	5	5	1	1	5	2	5	4	1	5	5	1	5	4	5	1	5	5	5	1	5	2	5	1	5	1	5	1	4	1	4	3	4	4	1	2	1945	1	1	2	9	13
4	4	5	1	4	4	5	4	3	5	5	4	5	4	3	5	2	3	1	4	2	4	1	2	4	5	2	5	4	3	2	4	5	2	2	4	2	5	3	2	1	4	2	1	2	4	2	2	4	1	2	1947	1	1	2	10	9
2	4	4	4	2	5	4	2	2	4	4	4	4	4	2	2	4	2	5	5	5	4	2	4	3	4	3	4	4	2	4	4	3	4	4	3	3	3	4	3	2	2	4	3	2	1	2	1	1	2	1	1978	2	1	3	8	9
5	4	5	2	4	1	3	3	4	5	4	4	5	4	3	4	2	4	1	4	1	1	1	4	4	4	4	5	4	2	1	4	5	5	2	4	4	4	1	2	3	4	2	1	3	4	3	3	4	2	2	1968	2	1	6	13	41
3	3	5	3	3	3	5	3	3	3	3	3	5	3	4	3	3	3	3	3	3	3	3	5	5	5	5	5	5	5	2	5	5	5	3	4	1	5	1	4	1	4	4	4	2	2	2	2	4	2	2	1972	2	3	3	12	42
5	4	5	5	4	4	5	1	3	5	4	1	5	4	4	4	4	2	5	5	5	5	1	4	5	3	3	4	3	3	4	4	5	4	4	2	2	5	3	4	4	4	2	2	3	4	3	4	5	1	2	1946	1	1	3	11	27
5	4	5	4	4	4	2	2	4	5	1	3	5	5	4	4	5	4	5	5	2	2	2	4	4	2	2	5	4	4	4	4	4	5	1	2	4	3	3	4	4	2	4	5	2	1	1	1	1	1	1	1977	2	1	6	8	37
5	4	4	3	2	2	4	5	1	3	2	4	4	4	4	4	4	5	3	3	2	1	4	2	4	4	2	4	4	4	1	4	2	3	4	4	4	3	3	4	4	2	4	4	4	1	2	2	3	2	2	1962	1	1	6	13	25
3	1	5	1	5	3	5	2	3	5	2	1	5	2	4	5	5	4	1	4	4	4	2	4	5	5	1	2	1	3	3	5	5	5	2	4	1	5	1	5	1	4	5	3	1	2	1	2	3	2	1	1949	2	1	5	8	14
3	3	4	2	4	4	5	3	4	4	3	2	5	3	3	3	4	3	3	4	4	3	2	3	4	3	3	4	3	3	3	4	3	3	2	3	2	4	3	4	3	4	3	3	3	2	3	3	4	1	2	1950	1	1	3	9	25
4	3	5	1	3	4	4	2	4	3	3	2	5	3	3	3	4	2	2	4	3	4	2	4	3	4	2	4	3	2	2	4	4	4	4	4	2	4	2	3	3	4	2	2	3	4	2	2	2	1	1	1927	1	1	3	9	42
4	1	4	1	3	4	4	5	5	5	4	1	5	4	2	4	5	5	1	4	2	4	2	5	2	2	1	4	2	4	4	4	2	4	4	4	2	4	1	4	1	4	3	3	3	4	1	2	4	1	2	1949	2	1	3	9	36
5	4	5	1	4	3	4	2	3	5	3	1	5	3	4	3	4	2	2	5	2	3	1	4	3	3	1	4	2	4	2	5	4	3	4	5	3	4	3	4	1	5	2	4	2	1	1	1	3	1	1	1940	1	1	3	9	48
5	1	5	1	5	3	5	3	2	5	5	4	5	5	3	4	3	3	2	5	1	4	2	5	5	5	3	3	4	5	3	3	4	5	1	4	4	3	2	3	2	4	4	2	2	1	3	4	5	1	2	1953	1	1	3	12	45
4	3	4	2	4	2	5	3	3	5	4	3	5	3	4	4	5	3	3	5	1	5	1	4	3	5	1	4	3	5	1	5	4	3	3	5	3	4	3	3	2	5	2	3	1	1	1	2	3	1	1	1952	1	1	3	12	34
5	4	5	3	5	3	4	1	2	5	3	1	5	5	5	5	5	5	5	5	2	4	3	3	5	5	1	5	3	3	4	5	5	1	1	3	1	4	4	4	2	5	1	1	3	1	3	4	5	1	2	1956	1	1	4	7	30
1	4	4	2	4	5	4	2	4	4	2	1	4	2	4	2	4	1	2	4	5	5	2	4	4	4	4	4	4	2	4	4	4	4	1	4	4	2	2	2	2	4	2	4	2	1	1	1	2	2	1	1947	1	1	5	8	9
4	1	5	2	5	3	5	3	5	5	4	1	5	1	3	3	5	4	1	5	4	5	1	5	5	3	1	3	2	5	4	5	5	5	1	4	1	4	1	5	5	5	2	5	3	4	3	4	5	1	2	1963	1	4	5	12	9
1	1	5	3	3	4	4	1	4	2	2	2	5	5	3	3	2	1	2	4	4	2	1	4	4	4	4	4	4	3	3	3	4	4	4	2	3	4	2	3	5	3	2	2	3	4	3	4	5	1	2	1974	1	1	3	7	34
5	3	4	4	3	3	5	5	2	5	3	1	4	5	5	4	4	5	5	4	3	4	3	3	3	4	2	2	3	5	3	4	2	3	1	4	1	3	3	4	2	3	5	5	1	1	1	1	2	1	1	1946	2	1	6	8	16
4	3	5	2	4	2	5	2	3	3	2	1	5	3	3	3	4	1	2	3	2	4	2	4	2	4	1	3	2	4	2	5	5	4	4	4	1	4	2	2	2	4	2	3	1	2	2	1	3	1	1	1951	2	1	3	10	34
1	4	5	3	5	5	4	1	4	4	3	1	5	4	5	3	5	1	4	4	4	5	1	5	4	4	3	5	4	4	2	5	5	5	4	3	2	5	2	5	4	5	1	3	3	4	1	1	3	1	1	1949	1	2	3	12	45
5	2	5	1	4	5	5	2	4	5	4	3	5	4	5	5	4	1	1	4	1	4	2	1	4	5	2	5	4	5	1	5	5	4	2	5	1	5	2	4	1	5	2	4	4	4	3	4	5	1	2	1926	2	1	3	4	36
2	2	3	4	3	3	4	4	2	5	2	1	4	4	4	3	3	4	3	4	4	3	4	3	2	2	4	3	4	4	2	3	2	3	2	4	4	2	4	4	3	3	4	4	1	1	1	1	3	1	1	1937	1	1	1	10	23
3	3	5	1	4	1	4	3	2	4	3	3	5	4	2	2	4	3	3	4	3	5	3	3	3	2	1	2	1	3	1	5	4	2	5	5	2	4	4	3	4	5	4	1	3	4	3	4	4	1	2	1949	1	1	4	11	16
3	2	5	1	4	4	5	2	4	5	4	1	5	3	4	3	5	1	3	5	4	4	1	4	4	3	1	5	5	4	4	5	4	5	1	2	3	4	2	4	3	5	2	3	3	2	2	1	3	1	3	1927	1	1	2	6	30
1	4	4	3	4	4	5	2	2	4	4	1	5	4	2	2	2	4	5	2	4	4	1	4	4	2	2	5	2	4	4	5	4	2	2	4	2	4	4	2	2	5	2	2	3	4	3	4	5	1	2	1935	2	1	2	6	25
4	2	5	3	4	4	4	2	5	5	3	1	5	3	4	3	4	1	4	4	4	5	2	5	4	3	3	4	4	4	4	5	5	5	1	3	2	4	4	5	2	4	1	4	2	3	3	2	3	1	2	1945	1	1	5	12	9
3	3	4	3	5	4	3	5	4	5	3	1	5	4	4	4	4	5	4	5	3	3	3	5	5	4	4	4	4	4	4	4	4	4	1	3	2	3	3	5	3	4	4	3	2	4	3	3	4	1	2	1931	1	1	6	7	23
